label,comment
1,ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಡಿಫರೆಂಟ್ ಹುಲಿ
1,hottege anna thinnoru e reethi comment madbardu naveen raj nimmonthavre star war ge karana plz ella d boss abhimanigalu ivna gadipar madbekagi vinanthi
0,ಯಶ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ all the best
0,karabu song keli....bejar agii .....e song kelthaa edhini....🤗🤗🤩🤩🤩
1,vitthal ನಿಮ್ಮ ಹೈವಾನ್ ಫ್ಲಾಪ್
0,ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ
0,nice sir rakshit shettya
1,vishwanath nle d boos bagi matadaku ugyote bekale.... dam bekale.... kuri shetra ascar nominasahan filam gota? takat idre ond icy haatika filam tegiro nodana? joi d boos
1,lo nan magne
0,ಸೂಪರ್ .. ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ..
0,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸಿನಿಮಾ ಹಾಗೂ ಹಾಡು ಒಂದೇ ರೀತಿ ಒಮ್ಮೆ ನೋಡಿದರೆ ಅರ್ಥ ಆಗಲ್ಲ ಮತ್ತೊಮ್ಮೆ ನೋಡಿದರೆ ಮಾತ್ರ ಕನೆಕ್ಟ್ ಆಗುತ್ತೆ ಎಂದು ಮತ್ತೊಮ್ಮೆ ಕೇಳುವವರು ಹಾಗೂ ನೋಡುವವರು ಲೈಕ್ ಮಾಡಿ
1,eetharau gandu questions yake keltairudo
0,yeshto dinagal nantra sanchari vinay avranna nodi kushi aithu
1,nonsense's who all r dislike dis video....
1,reginald kelly kithkabeku bandu edthine nandu
0,hundred persent true guruuu
0,idu charitre srushtiso avatara nice
0,avane srimannarayana super songs hands up
0,crazy song one more dance number............nsonge ee rangege ide andre innu movie kelbeka......
1,miss ella madkololla bidi i can downlode in teligram or swalpa dena odre tv nalle bharuthe
1,k k hawdo nin amman gaandu dagaar fans avna yogyathe hendthi kayi murdu jail ge hogi petty thing ubsa jaasti aagi ashtottige saarati andre lion king movie remake release maadkottiddu nam kiccha eega helu hendthi hodidu jail ge hodonu balegaarana jail olage idda kaami paravaagi film release maadkottinu balegaarana utra kodo nayi adukje helodu avnanna dagaar soolenagan antha nin amma haaku steppu alla thika muchkond
0,nim songs super
1,rashmika urakondu sayabeku atara belibeku bro nivu
0,kannada industry na promote madinkannada industry namma karunada samskruthi na uttungakke erisali..adanna bittu bollywood cinemagalige yake compare madbeku?!navara tara agabeku anno ase bidi..bollywood namma industry nodi kaliyo hage madabekunadikke nammellare support beku
0,ಬ್ರೋ ಲೈಕ್ appa ಬ್ಯಾನ್ ಆಗಿಲ್ಲ ಯಾವಾಗ ಆಗುತ್ತೆ
1,saku thika muchu shoki nan magne
0,villan is khadak
0,thank you so much bro pakru
0,super guru
0,basavaraj marennavar bangaradamanususya
0,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್ ಸೂಪರ್ ಸಾಂಗ್
0,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಗುರು
0,bigbossalli step hakiro controverrsy nodi bandiror yar yarppann like madi
0,sundaravada kate super
0,e song first time yarig tilidila avr like madi
0,abhinaya chakravarthi kiccha sudeep fans like here
1,bari prayojanake barada films nododu facebook youtube li comments hodiyodu...yaavalo hudugi siktale anta instagram li search madodo ede indians hanebaraha dhesha uddara hada hage ayyo
0,idu charitre srustiso avatara super sir
1,monster_kannada ಯಾವ್ದೋ ಲೋಕಲ್ ಎಣ್ಣೆ ಕುಡಿದು
0,ನಾ ಕಂಡ ಸ್ವಾಭಿಮಾನಿ
0,ಸೂಪರ್ ಗುರೂ ಯೆನ್ ಸ್ವರ ಗುರೂ ನಿಂದು iam u r big fan ur thinking bro
0,super movie yaa......
1,kumar dabba nan maga rakshith shetty
0,subbaiah hai ennane ullira
1,tik tok uninstall madde irovrna china ge odsbeku bro
0,super bro nim matalli satya ide
0,china apps yallu remove madbeku sir nev innu strongag warning kodbeku sir
0,idu beku ivatthu full happy agidivi bro osm
1,g bandre ಹೇಳ್ತೀನಿ ಗುರು ನಿಂಗೆ
0,prajakeeya barle beku
0,chindhi udayisidhya guru..... so i am happy.....
0,g dambal 🤨🤗l
0,ಕರ್ನಾಟಕ ಬಿಟ್ಟು ಬೇರೆ ಕಡೇ ಪ್ರೊಮೋಷನ್ ಮಾಡರಪ್ಪ ಸುಮ್ನೆ ಇಂತ movie ನಾ ಹಾಳ ಮಾಡ್ಬೇಡಿ
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,ಸೂಪರ್ ಆಗಿ ಬಂದಿದೆ ನಿಮ್ಮ ಟ್ರೈಲರ್ ಈ ಫಿಲಂ ನಿಮ್ಮ ಲೈಫ್ ಅನ್ನು ಚೇಂಜ್ ಮಾಡಲಿ ಪ್ರಜ್ವಲ್ ಅವರೇ ಕೆಲವರಿರುತ್ತಾರೆ ಅವರ ಲೈಫಲ್ಲಿ ಏನೂ ಮಾಡಲಿಕ್ಕೆ ಆಗಲ್ಲ ಇನ್ನೊಬ್ಬರ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಾರೆ ಅಂತ ರಿಗೆ ನೀವು ಏನು ಹೇಳಿದರೂ ಪ್ರಯೋಜನ ಇಲ್ಲ ನಿಮ್ಮ ಈ ಫಿಲ್ಮ್ ಯಶಸ್ಸು ಕಾಣಲಿ ಜೈ ಕರ್ನಾಟಕ
0,re realise maadenname change maade
0,sir yella song video clips release maadi
0,rakshi shetty fans yar edera like made
0,jana gali modlu mitron indian app bandide adanna use madbeku chaina app na modlu delete mad beku.
0,thankz brother ಅವಳು ಏನಾದ್ರು ತಪ್ಪು ಮಾಡಿದ್ಲು ಅಂದಾಗ ಬಯ ಪಡಿಸೋಣ ಸುಮ್ ಸುಮ್ನೆ ಬೇಡ ಅಲ್ವಾ
0,jai rakshit shetty
1,t b kitkobekaste ninu bandi nandu
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,diya na rakshit shetti na belsona
1,maadhari manushya
1,super song .......but movie realise agi 1 week adamele bidabekithu.......
1,urkolli nodi avrella
0,aadk guru nan nimana gurugalu anodu
0,of india ...ಅಂತರ್ ಜಾತಿ ವಿವಾಹಕ್ಕು...... ಜಾತಿ ವ್ಯವಸ್ಥೆಗೂ......ದೇಶ ಉದ್ದಾರಕ್ಕೂ ಸಂಬಂಧವಿಲ್ಲ......
0,nooru kaala kannada hege hosaa shasanagallanu shrustisabeku
1,ಭಾರತದಲ್ಲಿ ಬರಿ ರಾಜಕಾರಣ ಮತ್ತು ತಮ್ಮ ಮಕ್ಕಳ ರಾಜಕೀಯ ಪ್ರವೇಶ ಮತ್ತು ಹಣ ಮಾಡು ರೀತಿ ಯಾವ ಕಾಯೀಲೇ ಬಂದ್ರೇ ಪ್ರವಾಹ ಆದರೆ ಎಷ್ಟೊ ಹಣ ಬರುತ್ತೆ ಮತ್ತುnಯಾವ ರೀತಿ ಬರುತ್ತೆ ಕೂಳ್ಳೇ ಹೊಡೆದು ಯಾವ ಜಾಗದಲ್ಲಿ ಇದರ ಬಗ್ಗೇ ಯೋಚನೆ
0,power star fans like madi
0,nam boss andree kadmenaa guru
0,namm department nalli clark kaali adaaw yaradru candidates edry hyli n9901919091 whatsapp msg maadriii
1,amar prasaad sir nam deshadalli chaina kinta talehidukaru jassti edare gotta nam desha en kammi ella eslamikarana maadodaralli chaina kinta kammi ella nam deshadalli jana nammanna aa devastanakke sersilla ee devastanakke serlilla annoru chaina kinta kammi ella 100 ralli 35 % marks tagondru avrige meesalatiyalli kelsa tagolloru en chaina kinta kammi ella.nodona chainadalli estodu savalattu torsi nodona.
0,bucket hidiyor 🤭
1,ಸುಪರ್ ಮಚ್ಚ್ ಕಡಚ ಚೀನಾ ರಂಡಿಮಕ್ಕಳಿಗೆ ತಕ್ಕ ವೀಡೀಯೋ ....ಜೈ ಹಿಂದ್
1,kichcha sari bidu nimamman kalsu keydu ningobba chik balegaran hutsi kalsthivi avnu nim bale serskondu ella ottige kai thattivranthe signal alli enanthira bale pans now bale pans reaction hakro steppu
0,ಶುಭವಾಗಲಿ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣನಿಗೆ
0,ನಾನು ಅವರ ಫ್ಯಾನ್
0,ಆಶಿಕ ಸುಮ್ನೆ ನೀವೇ ಮದುವೆ ಆಗಿ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರಿಗೆ .... ಜೋಡಿ ತುಂಬಾ ಚೆನ್ನಾಗಿರುತ್ತೆ....nnin beauty you >>>>>>>>>>•••• rashmika
0,super guru ella record break made madtira guru nivu i love sir
1,parthasarathi hogo sede gayash gojjekesari released in nayimari tunne
0,super song guru
0,bari hemme alla praana itkondivi nam kannadada mele.
0,nija guru ..... aa takattu nam industry alli yargu ella....
0,chindi... song
0,ಒಡೆಯ ನಿಮ್ಮ ಪ್ರೀತಿಯ ದಾಸ ಮತ್ತು ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಒಳ್ಳೆದಾಗಲಿ ಜೈ ಕನ್ನಡ ಸಿನಿಮಾ
0,ಗೆದ್ದೇ ಗೆಲ್ಲುವೆ ಒಂದು ದಿನ ಗೆಲ್ಲಲೇ ಬೇಕು ನಿಮ್ಮ ಒಳ್ಳೆಯ ತನ
0,still trending no1...nafter 4days....
1,corona hesralli hospital nalli nadeethiro dandhe bagge vivarisi.... viruss bandu manushyaru saaythaaro ilvo gotthilla aadre hospital bill keli manushya badhukodu kastavaagidhe.
1,disliked people's listn1)rashmikan2)rashmika's mothern3)rashmika's fathern4)rashmika's relativesn5)& rashmika's fans.
1,ಸತ್ಯಕ್ಕೆ ದೂರವಾದ ವಿಚಾರ . ಯಾಕೆ ಸುಳ್ಳು ಹೇಳುತ್ತಾರಿ
1,worst movie. artane illa. 1 concept kuda illa.
0,trailer ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ
0,2.7k rashmika fans
0,pakk film sound madee madutte annoruu like madii..
1,yarappa ee hadannu dislike madiddu !!! mostly rashmika 1.1k sarthi dislike maadirbeku ha ha ha ha
1,hv ayyo bewarsi
0,wet madbeku allwa🥰
0,kannadada chanukya namma rakshit shetty bro na yochanegalu...... dislike madiroru rashmika fans irbeku ......
0,100 million song idu
0,super creative kannadiga
0,namma rajyada young entrepreneur ge support maadi.
0,what a making 🤭🤭🤭 suppppperrrrr rakshith shetty bro...ur a genius...nam kannada indestry and kannadigru yargu yavdhrallu kadme ella.. hatsup sir
0,ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro
0,nama village ge bandidru
0,ಚೈನಾ ಟಿಕ್ ಟಾಕ್ ಯೂಸ್ ಮಾಡ್ಕೊಂಡು ಚೈನಾ ಬಗ್ಗೆ
0,ಸುಪರ್ ಇಟ್ ಸಾಂಗ್ ಡಿ ಬಾಸ್ ಆಗಲೇ ಬೇಕಿತ್ತು ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ
0,nanu kuda direction course kalita iddene...nimma e mail i'd idre send madi bro...nanu ondu script bardiddene... trying hard make film ....
1,ninige bere kelsa ilvaa madoke
0,ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್ ಆಲ್ ದ ಬೆಸ್ಟ್
1,ಕಥೆಯಲ್ಲಿ ದಮ್ ಇಲ್ಲ
